PERIOD,TARGET,EDVDM,DQXAB,KHFWG,KQDOC,IRKOX,PEPYL,QVEWW,DGHGR,ICGRJ,HSIOM,EKGJX,MWBDJ,ENMEX,WBCNW,XYFRF,BIWBE,MERVJ,FGQVN,KSCSZ,CUNBJ,LEEIA,ODPOC,BRYWC,NJIIZ,TVTQH,PHCRP,XUKCD,LIMUE,VEQKA,CMPMP,USPLV,OMLJD,SMSTS,EFBBA,ZQHHT,OKQPF,XRSXD,NUCJQ,HBOKK,ZARXQ,TUCND,NYQQU,VHZVZ,FPSXN,ODZWJ,GPPZF,MRSRZ,BYSDB,OUONZ
126,-2.469951778,5.339821325,-1.06351189,0.720548694,-0.931869736,-0.978192449,1.286951374,2.102498116,1.708228213,1.286876792,-0.576018472,-3.214090337,2.209302915,-3.125304477,2.562022881,0.027427957,-3.94697167,-2.187152258,1.143573938,-1.79102379,2.539118553,-1.869858349,0.983489407,0.849532036,-0.390451301,-4.182592712,0.064666044,-0.477119385,-3.064804751,0.486763964,0.953431067,-0.762142115,-1.055031524,-0.710659839,0.066521961,2.26013121,3.26266189,-2.799779266,2.908764379,2.567379204,0.066433114,-2.655485575,3.312741626,-5.673039863,1.348186774,0.262091376,2.227130151,0.571679243,0.96865452,-0.489466504
127,1.99026515,3.549469708,0.539466341,-0.017803885,0.970839993,0.319596412,2.119514579,0.252984193,1.392571703,1.200431051,-0.205558669,-1.779746111,2.779334036,-1.690850395,3.210832417,-0.164035256,-1.640019664,-2.103975269,0.882688553,-1.107991938,-0.044141592,-1.658839138,0.792261114,0.360268322,1.266721161,0.217475236,0.204944891,2.3083264,0.205165125,-1.082545865,1.205816723,1.266951025,-1.625504145,0.840899153,-0.811741987,1.747554234,1.51120497,-1.243065824,3.035034837,0.089763647,-0.873055183,-0.42694395,1.650589132,-2.334936256,1.362407662,0.846153931,2.448612916,0.562127212,1.703049896,-0.66317281
128,-0.300745831,-0.602400273,-0.940142548,-1.574985918,-0.690059135,-0.425723215,1.695853634,2.303683762,0.642750333,0.627232014,1.386632512,-2.755758838,0.512232902,-0.57245565,0.705723851,-0.375472596,-1.498896027,-1.26828239,2.041180052,-0.746186368,1.190227636,-1.35415545,0.928701076,0.428381333,-0.076993505,-1.690646928,-1.166444347,-0.706137736,-2.364203695,-0.277634236,1.662283468,0.557378373,-1.350275798,-0.273310443,1.394147662,-0.023584611,1.128013157,-1.077389861,1.320523131,0.651913739,-2.71693299,-0.837568752,0.141899926,-1.703495395,0.990157787,-1.489968438,0.936421089,0.136707174,0.433693443,0.328389469
129,1.190699107,3.012038108,-0.216247665,0.06591624,-1.085549687,-0.197420965,1.173350478,-0.399799416,0.976513205,-0.716076314,1.791010689,-2.494779164,0.083622561,-0.134528973,2.691492976,0.359734804,-3.169937424,-1.757657432,0.786204481,-0.035592404,-0.592395909,-1.225415267,1.790814971,0.403054019,0.622055147,-2.895333028,-1.2444021,-0.691545994,-1.07209363,-1.643879315,1.348427368,1.696824784,-2.920834241,0.575746352,-0.55073385,1.394803091,2.024376789,-2.159981553,2.67466912,2.128878054,1.446005165,-1.788515397,0.80292665,-1.569761468,1.237553408,-0.564266045,3.224845966,-0.144521442,0.256609904,-0.69817711
130,-1.02804675,4.672205962,0.633741088,1.650652963,-1.125491043,1.352106333,0.51251423,2.689402158,2.784216114,0.955649731,-0.418681209,-2.669843934,2.357948643,0.234384967,2.925790394,1.031082831,-0.989975558,-0.988211632,1.548069253,0.299753285,-2.046109974,-0.600493535,1.244871758,0.156112223,-0.905677142,-0.592491979,-1.334506505,1.082445231,-0.376081952,0.443477627,1.957050146,-1.78380153,-0.716665569,0.531454635,2.725396293,3.427679707,3.031318588,-0.063013589,3.206903068,2.127576652,-0.232833697,-0.439987738,2.044210343,-3.677844291,2.453039941,1.323868369,2.025727824,-0.058764488,-0.79885986,0.6777374
131,-1.172833145,3.702064513,-1.256104852,1.445773472,-1.40545724,0.735811158,0.388865317,1.066007916,1.459523501,2.234643202,2.339626871,0.156110785,-0.732969235,1.000529688,2.825013963,-0.499864925,-1.997945515,-2.962842373,0.345409474,-1.382546132,0.840651681,-1.167289633,0.773922705,1.534933484,0.160086348,-1.140490872,-1.76732329,-0.143097948,-2.038667826,0.268617689,1.175391866,-0.667776617,-1.102297327,0.395426754,0.684439453,0.822330956,1.851551663,-1.223569698,2.434648127,1.215082977,-0.394796321,-3.671637221,0.57380295,-3.281088099,0.960784704,1.930929334,2.350817395,0.326686779,0.558413825,-0.627694604
132,-1.00625834,-0.053377824,0.290644851,-0.638874819,-0.088069844,-1.503229312,1.116738234,0.653340357,0.129991539,-0.251375647,-0.069249551,2.980375357,0.611288679,-1.461960016,-0.029975593,-0.202679948,-0.405936638,-0.019414664,0.087881661,-1.349630887,-3.846798796,-1.515172258,0.581489417,-0.264164259,-0.704908974,1.071994275,-1.326704166,2.035686834,-0.857125505,1.476465007,-0.71331031,0.71365332,0.634997058,-0.075496756,0.650426957,0.327211102,0.589877634,-0.170710912,-1.210256425,-0.428149241,-1.030741332,-0.395683605,-1.283232162,-1.379594341,0.751926657,0.013668366,-0.783874971,-0.595804884,-1.170952009,1.327482667
133,-1.29114639,0.924822843,0.835926434,2.432510232,-6.353610687,-0.82941978,2.392861743,-0.890426465,-3.030921915,1.628882187,2.555051574,-0.606228501,1.174263483,-1.221836788,-0.254092588,1.102074793,1.031428126,-0.673948195,1.746782066,0.681653924,5.215486047,0.593578024,-2.894405016,3.239599981,0.814802251,-2.743728784,1.582816491,-2.664538062,-2.230064556,-0.159935579,-0.412293493,1.431042226,0.807520136,-0.927910921,1.578196369,0.039815105,3.685615792,3.742518281,1.307571055,6.134576549,-3.656319558,-0.656923453,-3.207379984,-1.528248757,3.100533604,1.811037968,-0.346586361,0.003288724,0.756219857,-0.803470358
134,-2.282334959,0.721664486,-0.273667986,2.928843867,-4.53982781,-0.406308817,1.240758645,-1.557661804,-2.546159041,0.963432261,1.989586412,0.880661322,1.782588193,-2.31264373,-0.413580032,1.133220651,0.064172448,-1.922748626,-0.529539462,-2.319484896,3.573449107,0.133829198,-2.457511243,2.792349052,-3.724239708,0.392504448,0.035328413,-0.323853427,-3.308400056,1.327902191,0.24942812,2.188894248,-3.306049929,-0.838322035,1.074406016,1.592372527,1.732128794,4.102006497,1.600397522,5.570934357,-5.763901008,-0.112458335,-0.443525337,-2.611939665,3.770904589,2.185269563,0.738642674,0.341510148,0.291190019,1.627731719
135,-2.156671418,0.760924831,0.366147346,3.044817616,-4.633917598,0.785512671,2.962415233,-0.046918552,-2.111225525,1.626249039,2.968925276,1.669295501,1.255871831,-0.537074103,-0.680315778,1.910573837,0.72648669,-0.765849344,-1.673696484,1.371901043,3.756719286,-0.314630035,-0.973668411,3.331295735,-1.538383085,-0.547578653,0.991443255,0.178674844,-1.657793798,0.670564588,1.166175543,1.06691581,0.197199224,-1.240382245,1.898084501,-0.416822228,2.513730768,4.23513365,1.378407961,4.158374587,-5.070049426,-2.223221156,-1.395219803,-1.762034134,3.142611893,-0.127722419,1.141673105,-1.8970707,0.907202785,0.924199589
136,-0.612665594,0.132768869,1.049429142,1.401882202,-1.344230679,-0.330424184,-1.473062974,-1.357044767,-2.634365091,-0.385811821,1.927298091,0.247958922,-0.903351034,0.871949524,0.244314341,1.72376905,0.154661711,-2.479404717,0.110111783,-0.188502006,1.110252431,-1.486185456,0.525650762,2.532747728,0.193344931,-1.697236643,2.011678129,-2.70498009,-0.052616341,-2.081252547,0.655676498,1.437797114,1.454791805,-0.77300339,0.742047137,0.237814834,0.875819784,0.240777005,0.809924367,4.509359516,-1.67195887,0.037940547,-0.034003065,-0.851132023,0.539787493,0.969952561,-0.117884871,-0.608588209,-1.060791723,-0.111299324
137,-1.143918836,2.788519641,-0.366568448,-0.722849756,-0.325376898,-0.000419339,0.014028373,-0.714071847,-0.259110014,-0.272977212,1.005384284,-2.212364511,-0.87968928,2.263262678,0.234911077,-0.544179836,-1.120176156,-0.769594439,0.074406568,-0.260404385,-0.715748455,0.427330841,-0.55735296,-1.366811937,-0.306878999,-1.887047574,-1.630781705,-1.873402243,0.205096856,0.399305058,-1.022234582,0.111610167,-1.582562495,-0.221510552,0.652053684,0.724789834,0.49323031,-0.572183646,0.333219649,-1.119846336,-0.969859662,-0.184083351,0.056665374,-1.839743638,-0.828335445,-0.679996388,0.699284152,1.504350972,0.732169549,-0.376080648
138,1.641764149,1.607262559,1.332269627,0.027974309,0.341384987,1.939168873,0.135821586,0.620099472,3.206765417,-0.358470215,1.194462439,-1.502475198,1.343031362,-0.294050033,3.595725736,-0.295411817,-1.342168219,-0.72712412,2.962809939,0.793503836,-0.384630605,-0.020514984,1.321542674,-0.997283746,1.106624011,-1.974634216,-1.877325732,0.224205263,0.251228442,0.994228977,0.448172028,2.415176833,-0.425779101,1.809980105,0.313168447,3.640697803,2.616029117,-3.28762138,1.02127515,0.864953701,0.322984835,0.535202486,2.680296806,-1.452259832,-0.188565863,0.922985793,3.780841858,1.713401164,0.156645896,-0.273360667
139,0.763290639,0.95344996,0.056429479,-3.280184737,2.365269472,-1.797584722,1.54685676,1.437914459,3.798951676,0.415842575,-1.945097799,-2.204789723,1.881337192,-0.270704772,2.680151877,-0.408285885,-2.409837659,0.423860126,2.049009548,-0.11072765,-0.711064609,-1.217648031,1.671828399,-4.186490008,-0.994697089,-0.590410208,-0.977233004,1.480159644,-0.492027918,1.902440827,2.193535168,-2.242498216,-3.387185732,1.491215528,-1.544357948,2.90712248,1.953373704,-3.472870309,1.983181293,-2.258621259,1.603265477,-1.674209238,4.293054878,-1.508090089,-0.144058871,-1.933217585,1.71525701,2.3918253,0.870705411,-1.456722265
140,0.921403356,3.294971457,-2.424281211,-0.759228681,0.809622495,-0.256398053,-0.71565199,2.359695374,4.687210527,0.219148848,-1.088686927,-0.574263709,1.361296338,-0.087557613,2.62346535,1.147999522,-3.614278875,-3.055036525,2.228395123,-0.325281085,-1.274684226,0.197885166,0.758285679,-1.296226682,2.002945975,-1.366982734,-3.345162664,0.537636785,-1.555048767,-0.194727738,0.697554591,-3.570297612,1.370531793,0.940253428,-0.0741082,2.049226124,2.03975409,-3.721471565,1.278431886,1.649154654,5.090335077,-0.67201864,1.520223818,-1.106675728,-0.398538152,-0.070475904,2.00508009,1.210841863,-0.085988349,-2.225916344
141,-0.44012861,3.806593778,-1.072823159,-1.086651362,0.528574026,1.167203755,-0.356184864,2.223659284,3.669260211,1.507791654,-0.616295509,-3.232089358,2.067326614,-0.480276885,5.206177551,0.480790258,-2.810639755,-1.029811662,0.799301736,-0.73984468,2.783984727,-1.594565728,3.188745515,-2.227566162,1.778181408,-2.462680572,-2.499833737,1.040758775,-0.115584018,0.002436586,1.27262827,-0.217443143,-1.825656701,1.670590073,0.504495102,1.663927519,3.276513584,-2.321757748,1.882911737,0.159219995,-0.801879518,-1.116286664,2.358290985,-5.942358793,0.818593536,-1.921936869,1.521128538,0.393554528,-0.180937502,0.679826147
142,1.482925254,2.143493485,-0.804629815,0.25075579,1.133877809,0.669035666,-1.056197391,-1.760139369,3.423939513,0.72314546,-1.03270316,-2.039758013,1.396374896,-1.145303448,4.787657593,-0.044975116,-2.832416819,-2.722993516,2.307000223,-2.555063478,0.186174814,-1.161178831,2.313621869,-1.468936283,0.60973353,-1.623323982,-3.954746332,0.309805332,-0.733114349,0.154321994,1.44168898,-3.674206804,0.305177806,0.892911262,-1.446385192,2.876564531,-0.262598238,-5.251086354,2.667624167,-0.659171868,-0.643707713,-2.474362924,3.303726531,-2.764557738,-0.348394414,-1.483462914,3.824794667,1.765478428,0.648989056,-1.535842331
143,1.302329102,5.566701612,-3.015649953,-1.709309336,2.043586212,-2.468532823,0.302626923,3.947795321,4.843576244,1.256078025,-1.873344542,-2.863590531,3.450811007,1.800251587,5.426617695,-1.80813599,-4.614347233,-3.315945332,1.952615312,-0.034751165,1.318418519,-2.713163973,3.163130569,-2.386490647,1.362693618,-1.086414449,-2.485986602,1.000200296,0.054071689,-1.272638108,1.397396986,-0.743083605,-2.118480097,1.330430513,-0.822072679,2.927705677,3.252807267,-7.309584855,3.563446655,1.70974497,0.731741987,-3.997743499,4.251339892,-4.991592838,0.629010698,-1.83980946,4.426945819,1.231121331,1.77762481,-1.683752806
144,0.519821769,5.388243616,-1.085288934,0.163363085,0.961614221,-1.029234847,0.732645422,-0.706767635,6.721214587,1.054731256,-1.172698354,-5.477031989,3.064502681,0.49237593,4.98748247,-1.882439898,-2.252431632,-2.799286397,2.534486429,-0.81510883,0.427533387,-3.696284356,3.668940086,-2.225653362,1.434441865,-2.561237632,-2.576189513,2.369396895,-1.048063425,-1.791518455,3.492367215,-1.496163565,-0.494852026,0.955234241,-1.239430767,3.632932043,2.749624132,-2.908030807,3.078988034,0.625763729,1.569514132,-2.742726784,3.235215816,-5.033000412,4.709512889,0.179503875,5.542823237,1.988184294,0.434448871,-2.264709615
145,0.139831271,2.823618609,-0.135804989,0.076253186,1.178408657,-0.065334863,-0.318602265,2.849165127,2.690298969,2.274886235,1.372853619,-2.598936613,2.028242685,-1.681830931,5.003364059,2.557648096,-2.975946134,-2.129518143,2.295890929,-1.743611831,0.920100912,-1.261960377,1.910127431,-0.13931453,0.758421838,-0.097647837,0.245735701,2.528283116,-1.495793417,-0.528075712,2.002925279,-0.514560146,-1.101511899,2.086810265,0.677167578,3.53809023,2.31727816,-4.22010059,2.299018518,0.87687499,0.936440566,-2.734767035,0.531922981,-3.559064865,2.139877355,-0.942188163,2.397176752,-0.337944385,0.357027963,-0.73125174
146,0.549390519,2.024710438,-0.667905187,-0.291731535,1.515769593,-2.23393575,-0.130309675,0.864919842,2.614727922,1.048464486,1.011640803,0.452042854,0.304677911,0.24250662,1.485071246,0.367353192,-0.601280557,1.131571234,2.276495238,0.182000717,0.722881433,-1.638516553,0.636914763,0.737289908,0.978948069,-0.680233592,0.16812956,0.377547675,0.717230479,-0.436337059,1.178393105,-0.266803982,0.186796051,0.686257981,-0.608562578,0.888922736,2.23171843,-2.721068429,1.004444057,1.627712479,-0.84021139,-1.297323844,1.369148534,-0.573580226,0.147777965,-1.94010452,1.292429317,1.322044833,1.024498344,-0.767891544
147,0.731962694,2.350338778,-0.82177876,-1.274067262,-1.713343628,-0.838841774,-0.870944265,0.67610782,1.923912021,0.361369932,0.459879427,0.269584269,1.46481808,-0.049804378,0.893182654,-1.112896551,-1.842583622,-2.183985144,-1.074123187,-1.576516342,-0.486514919,-1.582939237,-0.273502456,-1.554397896,-0.601136325,-0.534649449,-2.43500222,0.962000088,-0.100668488,-1.299832964,0.514294173,-6.599757614,-2.286783025,2.059423124,-1.218536147,-0.613826799,1.424479844,-1.007051549,-0.108549215,1.188495357,-0.842863243,0.047651105,0.368846569,-1.725296198,-1.10094711,-0.22126188,0.783497646,-0.029927005,-0.357329266,-1.344109208
148,-0.414959097,1.992930554,-1.956131007,-0.51835499,0.529814961,-0.734297806,1.436004804,1.834668142,3.017462997,-0.75983428,0.297655084,0.513105733,1.719519464,-1.640230602,2.244527726,0.472182959,-1.815900983,-1.272629171,0.921540653,-0.608203033,3.239239238,-2.302558935,1.295296781,-0.643679882,1.819894162,-1.211222176,-1.286457355,1.144836914,-0.899014836,-0.375090395,2.264956022,-0.427275262,0.9914462,-0.111053775,-1.840537189,0.572876349,1.805916089,-2.713844756,2.633789968,1.673945746,0.95437561,-2.570353848,1.222128524,-3.382180417,1.367192607,-0.633471909,3.005704836,0.661961024,-0.721349319,-1.298878803
149,-1.125745375,2.90912713,-1.429138788,0.648954165,-1.116058998,0.5579858,0.744242035,-1.563999079,1.957288976,2.135821149,-0.004602374,-0.965400733,1.808709607,-0.22202852,2.647455771,0.956040022,-0.46618826,-3.204387074,0.791881535,-1.433554091,-0.072785705,-0.377107157,0.690466121,-0.849527606,-0.089554521,-2.463659341,-0.517722331,-0.416923196,-1.627966685,-2.462480819,1.021895027,0.522771942,-1.446143165,-0.714071488,1.246946146,0.958998759,3.25256322,-2.115041509,1.343126241,4.600770612,-1.406189462,-3.340735865,2.189500469,-4.086941962,2.012055689,0.467040671,1.876866703,1.000768431,1.196371645,-1.512302858
150,0.816813148,2.434748916,-0.014419846,1.57965214,-0.507509906,-0.422741513,1.533538691,-0.640891248,1.210718096,0.848014926,0.761512169,-3.414272392,1.822793922,0.861540844,2.309066845,1.552760291,-1.439516492,-1.447859913,3.091285695,-0.126696394,2.269324308,-1.659369549,1.035557482,0.940189347,0.915548767,-0.179849896,0.886981972,1.305643332,-0.543126478,0.132101842,3.248742349,-2.298980206,0.503020759,0.893210122,0.64210629,1.080351189,3.530725357,-0.596770142,1.725995617,3.161897629,-2.991405717,-3.031366602,-0.271038035,-1.52198267,2.397461145,-0.046911206,1.809551782,-0.11097237,-0.517634604,0.002354345
151,-2.016789516,3.485426121,-0.981982664,0.647659559,-0.463845984,-0.572814908,1.805035301,-1.933423359,0.807113739,2.659275697,0.603283356,-0.752483674,2.458383446,-2.782135549,3.843459068,0.292029803,-3.42105931,-3.365196271,0.845195407,-0.066955307,0.319148254,-2.169267735,0.351250074,-0.827899551,-0.291998264,-3.143835759,1.26766347,-0.173504823,-2.687823224,0.095271309,1.644024677,-3.088077104,-2.788767373,0.353268366,-1.469385919,3.080060486,4.657347648,-1.670768111,3.098785947,2.300287392,-2.627864598,-3.946315064,1.58890684,-6.680900127,3.674721889,1.997967862,3.066141648,-0.654953546,1.873635857,-0.998099688
152,-0.981760464,2.276032435,-0.536225342,-0.881983219,-0.155434174,-0.998229902,0.618012015,-0.05301059,2.283981912,0.432499073,-0.415367508,-0.937036722,0.355885965,-0.272680498,2.913974671,0.668302442,-2.578138151,-3.204850264,2.040323884,-0.56602238,3.079920387,-4.512867166,0.820020582,0.189804122,0.056170999,-3.300670497,-1.328640675,-1.057391872,-1.874834778,1.024999371,2.358284457,-2.747398874,-1.113376608,-0.313308694,0.331282615,1.911686576,2.352217085,-3.977969421,2.56883888,4.674197042,4.000144162,-2.08832635,1.936204136,-5.67529986,1.883136064,1.100587163,2.026112435,1.002428923,0.107006501,-0.755730898
153,-0.033218864,1.152589829,-0.100351982,0.859749923,-0.98769923,-0.044969308,1.920461808,3.403096014,5.555223117,2.763129034,-0.947615798,-1.312927746,1.85782125,0.443700441,4.948951456,-0.170377253,-3.756950425,-2.660808294,1.886796441,-0.942906707,4.830855903,-1.200686898,0.438681454,-1.510565837,-0.094259792,-1.021846932,-1.24249088,-0.127721347,-2.700209663,-2.552079688,2.457807202,-0.836962539,-0.417437567,0.83246781,0.521920458,2.726297978,5.024019502,-2.640905818,2.872937247,1.348308533,0.336147839,-1.464300487,1.690786556,-3.49453599,3.425274309,0.191177021,2.0955585,0.958211775,0.598207751,-2.80296148
154,-0.495351543,2.851741997,-0.457154714,-1.032915316,0.768524888,-1.06704135,0.257641381,0.185703919,4.702933879,0.925861665,0.815175939,-2.46664448,1.846634303,0.79573976,3.048731534,0.001086283,-1.812254491,-2.493422576,0.458166636,-1.022659579,-0.426784687,-1.857126786,0.435700444,-2.373250509,0.873181223,-1.972689423,-0.98563732,1.485312812,-2.682185556,-1.040876683,2.098640514,-3.842612118,-1.569285475,1.632690901,1.069796773,3.264605057,2.208303465,-2.392417664,-2.16319138,1.406294438,-0.15027968,-0.882538647,-0.181533595,-5.662733037,2.219817497,-0.191666071,1.110575156,0.094060337,0.352566367,-1.68484823
155,-0.348220502,3.167612775,0.515557283,0.211963422,-0.432458154,-0.547853664,0.549505828,0.606016379,1.996290351,0.036877496,-2.48069183,-2.061993458,1.205248947,-2.187271708,2.501037971,0.075904245,-1.774753814,-1.47649523,1.988687622,-0.531180673,3.446096189,-1.10784206,1.44381231,-0.55993267,0.151226465,-2.227458772,-1.257115638,0.457501366,-0.489845897,-1.141109318,1.380617606,-1.83310248,0.76518523,0.447926649,0.539396928,2.190305739,1.017425864,-2.471786324,2.955974411,1.168024478,0.093463291,-2.355273961,1.816630062,-2.866974132,0.95188622,0.599618313,2.593929536,0.585584821,-1.592763825,0.300805014
156,2.402063134,4.113744929,-0.756238718,-1.85457436,4.313284474,-0.361259722,0.373584586,5.098537432,7.224030958,0.185552672,-0.710311861,-4.192974582,2.176723234,-0.041693818,7.252416915,-0.271265395,-4.560206183,-2.338140966,3.600425408,-1.258113211,0.504667265,-3.023687696,3.477607081,-3.224056565,1.71721149,-2.413637259,-2.841024223,2.125471324,-2.542192301,-0.572547929,2.256673481,-3.463088931,-1.338481714,0.518999187,-2.059192903,2.469074347,3.625881158,-8.593430092,3.645577247,-1.674938139,4.434082896,-2.999799825,4.208425135,-3.356876913,-0.034277859,-0.571020227,4.167397155,1.498838781,1.522015332,-0.711974174
157,0.580149574,5.72023189,-1.625667622,-3.030588531,3.336608436,-0.852346918,0.462329113,2.16104615,9.531772888,-1.055955672,-3.046741081,-4.92996377,2.759525656,-0.814413105,5.673774936,-0.827129281,-5.022416793,-1.478157577,3.565828222,-0.209850355,-1.992791432,-3.027831102,4.929797128,-2.546581276,-0.954543405,-2.808256504,-3.066551691,2.273410119,0.643957327,0.063347705,2.238877243,-1.74429967,-3.283555586,2.903327803,-2.444265652,4.013969173,2.681656497,-7.384744366,0.958257247,-1.800178714,3.489081304,-1.692468749,7.465080022,-4.188837112,0.174763066,-0.610767211,1.13850062,1.31172272,1.343496301,-0.861442196
158,2.395471663,3.959093073,-2.349920326,-1.564902239,1.201416477,0.990600902,1.727953888,0.169505869,7.281714424,1.03980133,-2.02122469,-3.503879797,0.498256388,0.87871612,6.126103888,0.0410514,-4.284791061,-2.534517759,2.883208333,-0.39285018,-0.014642964,-1.336859736,3.547182439,-2.182933882,-0.838934032,-3.220739509,-3.354049404,0.613735612,-0.792528167,-1.231785099,3.157517571,-1.58272792,-2.350612959,1.450244814,-1.631872643,3.910816646,4.365489125,-6.47340923,3.827659795,1.373500493,1.714013625,-2.73375747,3.05279115,-3.58635576,-0.172474201,-0.459880791,4.821830511,0.684048843,0.630147672,-2.505163878
159,1.191967012,1.0412594,-2.853628067,-1.85361862,2.236595145,0.489795921,1.210514555,3.85801804,4.11496957,-0.775033819,-2.592487823,-1.50498331,2.157256502,0.550154366,2.487515597,-0.301107328,-3.030329384,-1.539817041,0.831282095,-0.686700454,1.379272458,-1.702003375,2.368506113,-1.654577108,1.245383764,-0.578876437,-1.868150808,1.35955598,-0.310840125,1.348700705,2.457314229,-3.639940009,-0.853472988,0.562625242,-2.818859214,1.661920674,2.110345099,-3.422172755,3.503239694,-3.249708636,4.330930389,-0.774850183,4.100741174,-0.894945433,0.923300353,-1.970275963,4.486394319,3.202430589,-1.59438235,-1.684485637
160,-0.730703903,2.195271588,0.226582154,1.867114218,0.042651532,-0.026508498,0.955299888,-2.130984295,0.445563533,1.615037075,1.868654042,-0.925964249,2.004726889,1.147498966,4.269795664,1.289802743,-2.890751704,-0.625872191,0.650812269,0.632367348,1.458829098,-2.282622478,-0.365299235,1.673853838,-2.155730423,-2.077996136,1.119913788,-0.630538155,-2.895410857,-1.966508416,1.160449878,-1.096322428,-1.635317117,0.087775219,0.038970699,1.367457125,1.105312127,1.91794285,0.966876242,4.094372643,-2.786952324,-2.488870424,-1.06335507,-4.265349118,3.372236866,1.076257593,2.231997478,0.538326873,1.383219018,-0.98357732
161,-2.211497306,1.766338833,1.04345906,1.613337431,-2.001853596,-1.168608762,-0.451773367,-2.288138723,0.022554726,0.184339953,-0.184650894,-0.1998656,2.861644623,-2.080471231,0.009933583,0.041647211,-0.078431122,-2.762481424,-0.02691518,-1.737416705,2.757540541,-0.815413372,0.028993761,1.864579716,-3.001134636,-2.273321814,0.480271936,-0.649554964,-1.055562807,-0.633268567,-2.168590322,-0.614719579,-3.905936093,-3.097491892,-0.111999128,0.013668693,1.882579638,2.126816509,0.520259901,5.044412282,-1.375494568,-2.590615034,-2.15329701,-3.316278544,4.120641637,0.416936708,1.618681646,0.050969468,0.94828532,0.748405509
162,-0.123343996,-0.325862109,0.413299963,-1.907777627,1.105539403,-0.082669603,-1.313486689,1.046885274,0.962383495,0.137025538,-1.710978401,1.245145885,-0.42419627,-0.286914975,1.984758507,1.035964743,-0.237039017,0.306455245,-1.008097769,0.167140845,0.047117,-1.015652152,2.366686251,-1.265516851,2.064457325,-1.029623118,-1.100948664,-0.35216726,1.538893029,1.02925002,-0.431513919,-2.089334461,2.292606777,1.480039688,-0.335341922,2.050951645,0.368103285,-2.586427034,-0.735730474,-1.704107242,2.004853732,0.216938442,-0.263853226,0.087542645,-1.076681324,0.618486023,-0.01639777,0.411673958,-1.18445326,0.059359
163,-1.60823392,-3.554053205,0.617330121,-0.860896117,1.070205366,-0.214160554,-0.877220243,-0.462500021,-5.468212737,0.276841263,-0.213044788,4.318108548,-2.443358181,-1.019329176,-3.771198745,1.017253723,3.928839442,4.304561414,-2.664751466,2.398161665,-1.532260662,3.329892616,0.496721237,1.590022885,1.676331476,4.76796051,1.283599616,0.450757512,2.058697659,0.928970094,-2.691893614,1.863358784,2.831342208,-2.001786354,0.929971303,-3.040525978,-5.34829275,1.894948741,-3.981106433,-4.735144854,-2.93238457,2.176251276,-3.488459383,4.651668013,-3.653789779,-1.334916994,-4.24261656,-1.808737598,0.150603034,0.912563374
164,-0.0010078,-4.293255899,0.938164857,0.968315883,-0.665736536,0.211479154,-0.996532806,-0.476286336,-4.211086712,1.351486018,-0.810480303,0.973466253,-2.005084867,0.178066862,-2.624691623,1.466760645,5.246931426,3.661720487,-2.164215845,0.18613744,-0.622644323,3.668381216,-1.157376247,-0.633699634,0.661207387,2.598791527,0.906762638,-0.801961209,2.409610492,0.547061833,-1.538111635,1.719261989,3.262596414,0.103401549,0.824165794,-2.746308087,-2.875046761,5.570936961,-2.54738121,-2.318432987,1.303941448,2.239827706,-2.821906978,4.099018134,-1.3365913,-0.365075748,-3.555624494,-0.345016757,0.784325934,0.001855341
165,0.733783155,-1.061807098,0.35385709,-1.345317053,2.286603084,1.221709328,-0.822000343,-1.378573324,-0.766134731,-0.730522245,-0.00806024,-1.167215996,-2.651776122,3.286418234,-3.689012992,-1.506616242,2.502147897,3.164491943,-0.499789157,1.843019761,-3.820718299,2.935211158,1.024876089,-0.966154509,1.078605769,2.844474925,-1.133705251,0.211181123,2.408578557,1.854385821,-1.778474908,1.322246471,2.794391765,0.639437772,-1.101770907,-2.384798652,-3.42844816,0.122604864,-0.261210095,-6.007166112,3.298579487,3.17868146,0.026949455,4.503277878,-7.430776742,-1.950346127,-3.269903284,-1.304621275,-1.537709133,-0.957478814
166,1.144344316,-1.247864586,-1.330227057,-2.311076431,5.076298907,1.123822423,-2.197930077,2.575153054,0.845356629,0.014158837,-2.654632502,-0.22975726,-1.049271215,-0.93949094,1.861696118,-0.640993434,-0.196307448,1.937684865,-3.204725984,0.269604041,-5.435248502,2.102799083,1.724990424,-4.207003273,2.905704365,2.816446124,-0.84915965,0.253075057,2.639403703,1.04497739,-1.829222003,1.423600292,1.77994702,1.109498591,-1.17205838,-0.765787318,-3.677765987,-3.447391265,-0.568952694,-3.897542219,2.764859977,1.04396633,1.25840249,2.933436957,-4.541715297,-3.268323629,-0.596022396,-0.206820944,1.683784306,-1.145864169
167,0.230087061,1.790821285,-2.210593455,-1.69415873,3.515000352,-0.287915782,-0.204910452,2.472256487,2.816268276,-1.395753199,-2.088070284,1.142666937,0.442330161,1.054628072,1.080968916,-2.884254682,-2.141265824,-0.265384801,-0.038788013,0.577636806,-1.055721621,-0.157835383,0.686491031,-3.856390803,2.222623579,1.465611685,-0.820916818,1.175464089,1.083889025,-0.358871103,0.237024289,0.167341057,1.05390534,0.804276445,-0.719262024,-0.070855945,-2.190061842,-2.091402835,-0.28860643,-4.43746992,1.573728928,-0.245868757,0.781325494,-0.515291387,-2.081715685,-1.643662184,-0.50159634,-0.408488793,-1.75418788,-2.111115894
