,IDCOT3TR_Index#@#PX_LAST,IBOXIG_Index#@#PX_LAST,LD01TRUU_Index#@#PX_LAST,IDCOT1TR_Index#@#PX_LAST,IDCOT7TR_Index#@#PX_LAST,IDCOT20T_Index#@#PX_LAST,SPBDXUTR_Index#@#PX_LAST,LHVLTRUU_Index#@#PX_LAST,LTP5TRUU_Index#@#PX_LAST,BFU5TRUU_Index#@#PX_LAST,IBOXHY_Index#@#PX_LAST,JPEICORE_Index#@#PX_LAST,SPTR_Index#@#PX_LAST,SPE35CUN_Index#@#PX_LAST,MIMUEURN_Index#@#PX_LAST,NDDUJN_Index#@#PX_LAST,M1CXCAS_Index#@#PX_LAST,NDUECAXJ_Index#@#PX_LAST,MXAP_Index#@#PX_LAST,MIMUTURN_Index#@#PX_LAST,NDUEEGF_Index#@#PX_LAST,M1CXBLRL_Index#@#PX_LAST,IBOV_Index#@#PX_LAST,COLCAP_Index#@#PX_LAST,SPBLPGPT_Index#@#PX_LAST,IPSA_Index#@#PX_LAST,LC07TRUU_Index#@#PX_LAST,NDUEACWF_Index#@#PX_LAST,NDDUWI_Index#@#PX_LAST,PRTIPMEX_Index#@#PX_LAST,M00IMV$T_Index#@#PX_LAST,RU10VATR_Index#@#PX_LAST,M2USSNQ_Index#@#PX_LAST,M2US000$_Index#@#PX_LAST,RU10GRTR_Index#@#PX_LAST,DVGTR_Index#@#PX_LAST,PIPGUBER_Index#@#PX_LAST,PIPGCETE_Index#@#PX_LAST,PIPGFIX5_Index#@#PX_LAST,PIPGREA1_Index#@#PX_LAST,PIPGREA5_Index#@#PX_LAST,PIPGFX6M_Index#@#PX_LAST,LUACTRUU_Index#@#PX_LAST,LUATTRUU_Index#@#PX_LAST,LF98TRUU_Index#@#PX_LAST,BSEKTRUU_Index#@#PX_LAST,SPX_Index#@#PX_LAST,MXEU_Index#@#PX_LAST,MXJP_Index#@#PX_LAST,MXEF_Index#@#PX_LAST,SBMT_Index#@#PX_LAST,NDUEEGFL_Index#@#PX_LAST,MN40MUE_Index#@#PX_LAST,RAG_Index#@#PX_LAST,MXEU000G_Index#@#PX_LAST,TPX_Index#@#PX_LAST,XAU_Curncy#@#PX_LAST,BCOMTR_Index#@#PX_LAST,DJUSRET_Index#@#PX_LAST,DWGRSN_Index#@#PX_LAST,LPXDITU_Index#@#PX_LAST,CO1_Comdty#@#PX_LAST,CL1_Comdty#@#PX_LAST,LQD_US_EQUITY#@#PX_LAST,SHY_US_EQUITY#@#PX_LAST,IEF_US_Equity#@#PX_LAST,TLT_US_Equity#@#PX_LAST,TIP_US_Equity#@#PX_LAST,IEV_US_EQUITY#@#PX_LAST,EWJ_US_EQUITY#@#PX_LAST,EWC_US_Equity#@#PX_LAST,ILF_US_Equity#@#PX_LAST,EEM_US_EQUITY#@#PX_LAST,EWW_US_Equity#@#PX_LAST,EWZ_US_EQUITY#@#PX_LAST,IWD_US_Equity#@#PX_LAST,IWF_US_Equity#@#PX_LAST,IYR_US_Equity#@#PX_LAST,MXN_Curncy#@#PX_LAST,BRL_Curncy#@#PX_LAST,COP_Curncy#@#PX_LAST,PEN_Curncy#@#PX_LAST,CLP_Curncy#@#PX_LAST,EUR_Curncy#@#PX_LAST,JPY_Curncy#@#PX_LAST,CHN_Curncy#@#PX_LAST,UYU_Curncy#@#PX_LAST,BFCIUS_Index#@#PX_LAST,BIGPIGP1_Index#@#PX_LAST,CHPMINDX_Index#@#PX_LAST,CNCPIYOY_Index#@#PX_LAST,CNFRBAL$_Index#@#PX_LAST,COMFCOMF_Index#@#PX_LAST,CONSCURR_Index#@#PX_LAST,CONSEXP_Index#@#PX_LAST,CONSPXMD_Index#@#PX_LAST,CONSSENT_Index#@#PX_LAST,CPI_XYOY_Index#@#PX_LAST,CPI_YOY_Index#@#PX_LAST,CPUPAXFE_Index#@#PX_LAST,CPUPXCHG_Index#@#PX_LAST,CPURNSA_Index#@#PX_LAST,CSI_BARC_Index#@#PX_LAST,DXY_CURNCY#@#PX_LAST,EUBCI_Index#@#PX_LAST,EUCCEMU_Index#@#PX_LAST,EUESEMU_Index#@#PX_LAST,EUICEMU_Index#@#PX_LAST,EUR_CURNCY#@#PX_LAST,EURUSD_BGN_Curncy#@#PX_LAST,EUSCEMU_Index#@#PX_LAST,FDDSSD_Index#@#PX_LAST,FDTR_Index#@#PX_LAST,FDTRFTRL_Index#@#PX_LAST,GJGB10_Index#@#PX_LAST,GJGB5_Index#@#PX_LAST,GT10_GOVT#@#PX_LAST,GT2_GOVT#@#PX_LAST,GT5_GOVT#@#PX_LAST,HG1_COMDTY#@#PX_LAST,IMP1YOY%_Index#@#PX_LAST,INJCJC_Index#@#PX_LAST,INJCSP_Index#@#PX_LAST,JCPTEFEY_Index#@#PX_LAST,JNC_SALE_Index#@#PX_LAST,JNCPT_Index#@#PX_LAST,JNCPTXFF_Index#@#PX_LAST,JNMBYOY_Index#@#PX_LAST,JNMTOY_Index#@#PX_LAST,JNVHSYOY_Index#@#PX_LAST,JNWSDYOY_Index#@#PX_LAST,JPY_CURNCY#@#PX_LAST,MBAVCHNG_Index#@#PX_LAST,MXCPYOY_Index#@#PX_LAST,NAPMEMPL_Index#@#PX_LAST,NAPMPMI_Index#@#PX_LAST,NAPMPRIC_Index#@#PX_LAST,NFP_PCH_Index#@#PX_LAST,NFP_TCH_Index#@#PX_LAST,nwhlnyhi_index#@#PX_LAST,PRUSTOT_Index#@#PX_LAST,S_1_Comdty#@#PX_LAST,SAARTOTL_Index#@#PX_LAST,USGG10YR_INDEX#@#PX_LAST,USGG30YR_INDEX#@#PX_LAST,USHBMIDX_Index#@#PX_LAST,USMMMNCH_Index#@#PX_LAST,USURTOT_Index#@#PX_LAST,VIX_INDEX#@#PX_LAST,W_1_Comdty#@#PX_LAST,COCPIYOY_Index#@#PX_LAST,COPIIYOY_Index#@#PX_LAST,CORRRMIN_Index#@#PX_LAST,CNPINSYO_Index#@#PX_LAST,CHOVCHOV_Index#@#PX_LAST,PRCPI_Index#@#PX_LAST,PRCPYOY_Index#@#PX_LAST,PRCPMOM_Index#@#PX_LAST,PRUEUER_Index#@#PX_LAST,MXCPCHNG_Index#@#PX_LAST,MXCCYOY_Index#@#PX_LAST,MXCCCHNG_Index#@#PX_LAST,MXPIYOY_Index#@#PX_LAST
2011-11,94.39,204.686,1400.12,97.99,90.6771,86.634,224.78,330.55,153.884,120.37,180.553,371.981,2137.08,1694.49,691.418,3531.87,4415.38,278.988,113.57,879.6619999999998,360.85,931.98,56875.0,1561.07,19911.8,4161.29,451.0,127.194,2953.45,0.64,1651.3,670.966,1634.52,849.52,510.028,1436.33,257.026,224.748,348.728,180.246,322.838,232.899,2180.05,2004.84,1238.6,182.73,1246.96,83.25,447.73,928.32,1526.96,559.771,419.12,475.907,78.64,728.46,1746.35,293.838,618.67,4778.47,252.37,110.52,100.36,110.69,84.54,103.9,117.88,116.74,34.72,37.72,27.46,43.62,40.01,55.03,59.02,62.63,58.2,55.14,13.6251,1.8085,1952.5,2.6995,525.0,1.3446,77.62,25.32,19.75,-1.669,0.37,61.1,4.2,14.528,24.9,77.4,54.9,3.2,63.7,2.2,3.4,226.899,0.2,226.23,6.8,78.384,0.05,-20.4,94.6,-6.4,1.3446,1.3446,-0.1,-137.30200000000002,0.25,0.0,1.072,0.378,2.069,0.256,0.953,356.3,10.1,397.0,3592.0,-1.2,31.0,-0.9,-0.5,19.5,15.8,24.1,1.3,77.62,-11.7,3.48,51.3,51.8,48.1,172.0,145.0,93.0,64.1,1131.25,13.36,2.068,3.0554,19.0,-10.0,8.6,27.8,595.75,3.96,7.0920000000000005,4.75,3.92,5.25,106.74,4.64,0.43,7.0,1.08,3.28,0.32,7.94
2011-12,94.97,210.227,1403.21,98.04,92.2576,89.6217,224.69,342.98,153.201,120.34,187.185,376.69,2158.94,1669.63,679.453,3561.13,4316.44,280.623,113.86,802.5060000000002,356.501,913.74,56754.1,1571.55,19473.3,4177.53,456.27,126.937,2951.81,0.69,1694.74,684.487,1646.63,860.0,508.388,1449.19,256.768,225.524,346.278,181.527,321.372,233.662,2226.65,2024.21,1271.5,184.7,1257.61,84.95,446.93,916.39,1537.53,550.8580000000002,390.59,473.92,80.21,728.61,1564.91,282.826,643.87,4831.08,242.2,107.38,98.83,113.76,84.5,105.57,121.25,116.69,33.74,36.44,26.6,42.57,37.94,53.76,57.39,63.48,57.79,56.81,13.9357,1.8663,1935.35,2.6965,520.02,1.2961,76.91,20.51,19.95,-1.558,0.04,61.5,4.1,16.52,26.3,79.6,63.6,3.1,69.9,2.2,3.0,227.405,0.2,225.672,6.48,80.178,0.08,-21.3,93.8,-5.8,1.2961,1.2961,-1.7,-85.96700000000001,0.25,0.0,0.988,0.349,1.877,0.241,0.833,343.6,8.5,376.0,3566.0,-1.1,8.5,-0.4,-0.3,13.5,17.4,23.5,0.8,76.91,-4.1,3.82,54.9,53.0,45.4,218.0,201.0,145.0,64.0,1198.5,13.46,1.8762,2.8941,21.0,32.0,8.5,23.4,652.75,3.73,5.515,4.75,4.43,5.25,107.03,4.74,0.27,7.0,0.82,3.35,0.51,7.83
2012-01,95.64,215.862,1416.86,98.16,93.0976,89.2678,228.58,354.7,154.94899999999996,121.51,192.622,382.874,2255.69,1744.83,714.88,3722.12,4572.16,310.812,122.92,949.061,396.937,986.32,63072.3,1633.62,21948.1,4260.76,461.21,134.31799999999998,3099.94,0.7,1719.59,710.3810000000002,1724.81,876.69,538.734,1486.56,261.617,226.41,353.876,182.873,329.957,234.602,2275.95,2032.77,1310.1,191.63,1312.41,88.08,462.93,1019.39,1544.0,620.326,446.79,502.472,83.36,755.27,1737.76,289.819,686.98,5189.41,265.91,110.98,98.48,116.2,84.57,106.48,120.85,119.36,35.58,38.18,28.11,46.46,42.11,58.17,65.6,65.91,61.28,60.56,13.0456,1.7471,1807.81,2.689,489.1,1.3084,76.27,22.0,19.711,-1.038,-0.01,57.4,4.5,27.046,27.6,84.2,69.1,3.3,75.0,2.3,2.9,227.877,0.2,226.665,5.72,79.288,0.13,-20.6,94.1,-5.5,1.3084,1.3084,-1.8,-27.407,0.25,0.0,0.967,0.339,1.798,0.217,0.705,379.0,6.9,372.0,3454.0,-1.1,32.6,-0.2,-0.4,15.0,-6.9,40.7,0.3,76.27,-2.9,4.05,52.6,52.6,53.5,356.0,348.0,191.0,63.7,1199.0,14.0,1.7971,2.9375,25.0,36.0,8.3,19.44,666.0,3.54,3.758,5.0,4.25,5.0,106.92,4.23,-0.1,7.8,0.71,3.34,0.45,7.6
2012-02,95.09,218.984,1422.68,98.02,92.2205,87.2412,231.26,363.05,155.407,122.12,196.957,392.967,2353.23,1855.84,761.602,3909.96,4734.41,329.45,128.96,1020.74,420.714,1013.95,65811.7,1730.46,22728.8,4535.6,462.29,141.076,3251.37,0.76,1757.17,738.699,1800.59,921.29,564.499,1527.89,260.60400000000004,227.213,352.255,183.413,328.631,235.468,2295.11,2018.29,1341.22,197.05,1365.68,91.4,515.99,1079.44,1545.82,652.2869999999998,473.07,524.96,87.04,835.96,1696.76,297.641,682.23,5299.19,282.51,122.66,107.07,117.7,84.42,105.12,117.43,118.67,37.38,39.96,29.02,48.62,44.33,59.34,69.1799,68.31,64.17,60.14,12.8624,1.7177,1765.5,2.6775,476.57,1.3325,81.15,23.17,19.4,-0.779,-0.1,61.7,3.2,-31.985,30.6,83.0,70.3,3.3,75.3,2.2,2.9,228.034,0.1,227.663,5.02,78.737,0.19,-20.0,95.2,-4.8,1.3325,1.3325,-0.9,-231.677,0.25,0.0,0.963,0.297,1.972,0.295,0.86,387.05,5.1,365.0,3392.0,-1.1,13.0,-0.2,-0.3,11.3,-8.6,31.9,0.4,81.15,-0.3,3.87,52.1,53.1,60.1,232.0,233.0,138.0,63.8,1313.5,14.58,1.9705,3.0848,28.0,22.0,8.3,18.43,664.25,3.55,2.732,5.25,4.41,5.0,107.26,4.17,0.32,8.3,0.2,3.37,0.43,6.58
2012-03,94.51,216.881,1425.29,97.96,90.7653,83.6166,229.95,360.8,155.253,122.61,195.695,393.319,2430.68,1847.74,757.293,3962.28,4591.89,319.092,126.6,1029.58,406.671,1058.22,64511.0,1743.63,23612.0,4671.28,460.17,142.013,3293.17,0.78,1802.65,760.597,1850.85,961.2,583.066,1560.76,261.954,228.116,354.491,183.574,327.496,236.387,2272.94,1998.04,1339.35,198.11,1408.47,91.0,526.58,1041.45,1546.95,631.265,456.17,541.0930000000002,87.44,854.35,1668.15,285.329,713.25,5455.94,287.99,122.88,103.02,115.63,84.32,103.28,112.2,117.65,37.35,40.7,28.34,47.63,42.945,62.52,64.66,70.07,66.08,62.3,12.8107,1.8263,1787.21,2.6685,488.0,1.3343,82.87,23.3,19.5,-0.652,0.23,62.0,3.6,5.184,32.6,86.0,69.8,3.9,76.2,2.3,2.7,228.478,0.2,229.392,5.02,79.00399999999998,0.04,-18.9,95.4,-6.3,1.3343,1.3343,1.1,-198.157,0.25,0.0,0.989,0.318,2.211,0.331,1.039,382.5,3.5,358.0,3286.0,-1.0,-6.1,-0.1,-0.3,-0.2,1.6,78.2,0.3,82.87,4.8,3.73,55.3,53.5,62.3,268.0,264.0,103.0,63.8,1403.0,14.22,2.2088,3.3358,28.0,38.0,8.2,15.5,660.75,3.4,1.5630000000000002,5.25,3.78,5.0,108.09,4.23,0.77,8.7,0.06,3.31,0.24,5.92
2012-04,95.64,219.081,1427.94,98.17,93.0588,87.4643,232.64,364.52,155.785,122.7,197.762,400.271,2415.42,1800.45,741.4830000000002,3835.74,4614.49,319.211,125.34,1013.4,401.81,1053.48,61820.3,1785.66,22677.9,4585.77,465.17,140.389,3255.77,0.83,1827.3,752.841,1861.04,978.52,582.1659999999998,1555.89,264.16900000000004,228.966,357.353,183.613,329.2630000000001,237.308,2304.67,2027.1,1353.37,199.55,1397.91,88.87,494.56,1026.02,1557.2,607.54,447.9,539.266,86.97,804.27,1664.75,284.121,731.84,5584.91,284.1,119.47,104.87,116.48,84.46,105.69,117.32,119.42,36.44,38.96,28.36,45.74,42.215,61.84,60.255,69.39,66.0,63.91,13.0127,1.9073,1765.28,2.6345,485.0,1.3239,79.82,22.84,19.75,-0.599,0.5,57.5,3.4,18.55,31.2,82.9,72.3,3.2,76.4,2.3,2.3,228.905,0.2,230.085,5.16,78.77600000000002,-0.13,-19.7,93.8,-7.9,1.3239,1.3239,-1.3,59.117,0.25,0.0,0.897,0.263,1.915,0.259,0.809,383.35,0.8,372.0,3296.0,-1.0,81.7,-0.3,-0.5,-0.3,0.4,92.0,-0.7,79.82,0.1,3.41,55.6,53.5,61.0,84.0,72.0,76.0,63.7,1503.0,14.47,1.9137,3.1111,24.0,18.0,8.2,17.15,647.75,3.43,1.56,5.25,3.5,5.0,108.66,4.08,0.53,8.1,-0.31,3.39,0.15,5.39
2012-05,96.39,219.906,1425.57,98.22,95.6328,94.8585,225.22,356.66,155.05100000000004,122.66,193.899,389.851,2270.25,1583.56,649.849,3493.33,4118.46,288.645,112.59,888.557,356.75,927.87,54490.4,1726.55,20997.6,4318.16,468.18,127.802,2974.72,0.91,1782.04,708.694,1743.1,932.92,544.822,1487.23,265.627,229.774,359.991,184.449,336.497,238.126,2322.06,2061.85,1335.7,194.17,1310.33,82.74,442.19,906.3,1562.08,527.737,394.68,503.296,81.57,719.49,1560.51,258.175,701.16,5253.71,256.74,101.87,86.53,116.97,84.48,108.55,127.6,121.31,32.13,35.56,25.32,40.17,37.7,54.48,52.04,65.37,61.76,61.22,14.3755,2.0226,1824.94,2.7105,518.0,1.2365,78.32,21.46,20.55,-1.178,0.89,52.8,3.0,18.17,30.3,87.2,74.3,3.0,79.3,2.3,1.7,229.224,0.1,229.815,6.32,83.04299999999998,-0.36,-19.1,91.5,-10.2,1.2365,1.2365,-4.0,-124.636,0.25,0.0,0.8240000000000001,0.207,1.5590000000000002,0.264,0.6559999999999999,336.55,-0.8,381.0,3351.0,-1.3,-14.9,-0.5,-0.8,2.4,-3.0,66.3,-0.9,78.32,-1.3,3.85,53.6,52.6,47.2,137.0,117.0,41.0,63.7,1340.0,14.05,1.5578,2.6421,28.0,11.0,8.2,24.06,643.75,3.44,0.8009999999999999,5.25,3.13,5.0,108.7,4.14,0.04,7.2,-0.32,3.48,0.27,5.83
2012-06,96.19,222.246,1429.35,98.16,95.2451,93.5029,229.24,366.09,154.754,123.0,198.811,405.072,2363.79,1708.63,699.319,3672.9,4235.91,297.345,117.22,1036.87,370.518,1045.83,54354.6,1640.01,20207.2,4400.1,469.36,134.114,3126.3,0.85,1851.63,743.88,1798.8,961.8,559.615,1520.95,271.737,230.702,363.69,185.12,341.785,239.105,2330.3,2054.68,1363.9,198.54,1362.16,86.79,472.59,937.35,1563.55,548.194,431.75,517.322,84.18,770.08,1597.45,272.357,740.57,5577.19,277.65,97.8,84.96,117.59,84.37,107.93,125.2,119.7,33.7,37.64,25.84,41.45,39.135,61.45,51.695,68.22,63.23,63.935,13.3608,2.0093,1780.83,2.664,510.0,1.2667,79.79,21.93,21.63,-0.6829999999999999,0.68,55.1,2.2,31.642,31.9,81.5,67.8,3.1,73.2,2.2,1.7,229.623,0.2,229.478,5.71,81.627,-0.46,-19.6,91.0,-11.2,1.2667,1.2667,-5.7,-59.74100000000001,0.25,0.0,0.8370000000000001,0.22,1.646,0.303,0.7190000000000001,349.0,-2.5,372.0,3304.0,-1.0,16.4,-0.6,-0.6,5.9,-6.8,40.9,-1.5,79.79,-6.7,4.34,54.8,49.7,35.7,49.0,68.0,192.0,63.8,1512.75,14.13,1.6449,2.7533,29.0,9.0,8.2,17.08,739.0,3.2,-0.698,5.25,2.64,5.0,108.66,4.0,-0.04,6.3,0.46,3.5,0.22,5.59
2012-07,96.91,229.804,1438.78,98.4,96.5238,96.9435,229.78,373.82,155.672,123.46,202.608,421.773,2396.62,1729.58,706.7710000000002,3585.19,4328.12,305.101,118.69,1077.68,377.746,1068.44,56097.1,1673.87,19627.5,4227.56,476.36,135.95,3166.49,0.71,1886.78,751.578,1816.27,974.63,567.117,1550.25,275.921,231.546,365.388,186.33900000000003,348.315,239.954,2397.35,2075.36,1389.85,204.08,1379.32,90.35,451.52,952.49,1575.83,555.53,455.22,522.618,88.74,736.31,1614.58,289.974,756.85,5753.67,280.41,104.92,88.06,121.28,84.53,109.28,129.7,121.44,33.9,35.96,26.29,42.02,39.12,62.14,52.45,68.81,63.93,65.43,13.3291,2.0569,1789.99,2.6265,483.85,1.2304,78.12,21.69,21.35,-0.605,0.95,54.8,1.8,25.289,30.1,82.7,65.6,3.0,72.3,2.1,1.4,229.97,0.2,229.104,5.42,82.635,-0.72,-21.2,89.0,-13.3,1.2304,1.2304,-7.1,-69.604,0.25,0.0,0.794,0.198,1.469,0.213,0.5820000000000001,341.75,-3.3,372.0,3312.0,-1.0,-1.0,-0.8,-0.6,8.6,-6.7,36.1,-2.2,78.12,0.2,4.42,52.5,50.0,39.4,173.0,156.0,142.0,63.7,1721.0,14.11,1.4679,2.5467,35.0,28.0,8.2,18.93,888.25,3.03,-0.314,5.0,2.5,5.0,108.76,3.28,0.09,6.2,0.56,3.59,0.31,4.73
2012-08,97.02,229.269,1443.77,98.4,96.4345,95.6995,234.83,377.38,156.102,123.88,204.651,426.497,2450.6,1804.03,738.174,3559.16,4511.86,303.521,117.75,1116.73,376.48800000000006,1045.12,57061.4,1668.5,20311.7,4155.68,477.36,138.906,3246.76,0.69,1885.8,767.8969999999998,1845.71,988.02,582.375,1578.93,275.60900000000004,232.516,365.522,186.753,346.8280000000001,241.038,2402.68,2072.69,1406.12,206.59,1406.58,91.9,449.21,947.33,1577.42,552.589,455.55,535.881,88.88,731.64,1691.85,293.7390000000001,758.2,5761.45,290.94,114.57,96.47,120.83,84.51,108.99,127.72,121.14,35.41,36.24,27.5,41.58,39.28,61.38,52.72,70.38,66.01,65.63,13.191,2.0297,1822.07,2.6115,481.0,1.2579,78.39,21.31,21.6133,-0.516,1.21,54.1,2.0,26.41,26.3,88.7,65.1,3.6,74.3,1.9,1.7,230.233,0.1,230.379,5.19,81.208,-0.73,-24.3,87.0,-14.1,1.2579,1.2579,-9.2,-190.533,0.25,0.0,0.797,0.209,1.5490000000000002,0.222,0.591,345.4,-1.8,371.0,3327.0,-0.9,17.3,-0.7,-0.5,6.5,-2.7,7.3,-2.0,78.39,-2.5,4.57,51.2,50.2,54.4,170.0,173.0,110.0,63.5,1764.5,14.15,1.5484,2.6723,37.0,-4.0,8.1,17.47,870.0,3.11,0.126,4.75,2.57,5.0,109.31,3.53,0.51,6.7,0.3,3.7,0.22,4.86
2012-09,97.01,232.483,1448.77,98.41,96.2055,93.4531,240.03,382.17,156.234,124.38,206.886,433.78,2513.93,1857.92,761.7289999999998,3641.94,4677.73,324.877,122.47,1115.8,399.206,1117.13,59175.9,1681.08,21674.8,4230.42,478.76,143.281,3335.97,0.7,1914.94,792.2719999999998,1883.17,1006.11,593.7959999999998,1609.14,277.518,233.294,366.963,187.633,349.267,241.906,2419.55,2066.35,1425.69,209.88,1440.67,92.57,452.33,1002.66,1580.94,573.914,467.71,546.172,89.16,737.42,1772.25,298.749,750.87,5780.58,303.01,112.39,92.19,121.77,84.5,108.46,124.22,121.76,36.52,36.68,28.49,42.58,41.325,65.39,54.06,72.18,66.7,64.38,12.8585,2.0258,1800.5,2.5975,473.3,1.286,77.96,22.29,21.0,-0.159,0.59,51.9,1.9,27.432,31.6,85.7,73.5,3.3,78.3,2.0,2.0,230.659,0.2,231.407,4.88,79.935,-0.81,-25.6,85.7,-14.7,1.286,1.286,-11.1,75.18,0.25,0.0,0.778,0.197,1.634,0.232,0.626,375.8,-0.6,376.0,3309.0,-1.1,-9.3,-0.7,-0.4,9.0,-2.8,-8.1,-1.5,77.96,16.6,4.77,53.0,51.8,60.0,185.0,194.0,128.0,63.6,1601.0,14.81,1.6335,2.823,40.0,-6.0,7.8,15.73,902.5,3.08,0.104,4.75,2.85,5.0,109.91,3.74,0.54,6.6,0.44,3.61,0.18,4.28
2012-10,96.75,235.222,1452.23,98.35,95.8975,93.3713,240.34,385.64,156.38,124.73,208.829,437.467,2467.51,1888.23,773.115,3573.74,4660.39,323.996,121.99,1219.14,396.782,1116.82,57068.2,1809.93,20789.4,4266.35,480.28,142.326,3313.42,0.73,1896.1,788.382,1842.45,982.4,576.465,1588.61,277.893,234.115,366.468,188.375,349.405,242.763,2450.71,2062.85,1438.21,214.71,1412.16,93.14,456.05,995.33,1577.78,571.5830000000002,464.84,529.683,89.19,742.33,1720.65,287.1790000000001,747.12,5831.89,308.51,108.7,86.24,123.02,84.42,107.89,123.36,122.52,37.13,36.22,28.49,42.32,41.15,65.53,53.35,71.8,64.75,64.0,13.0949,2.0299,1831.0,2.596,481.02,1.296,79.77,21.85,19.75,-0.18,0.31,48.1,1.7,32.091,32.6,88.1,79.0,3.1,82.6,2.0,2.2,231.024,0.2,231.317,4.8,79.919,-1.12,-25.3,85.1,-17.3,1.296,1.296,-10.0,-119.995,0.25,0.0,0.775,0.199,1.6909999999999998,0.28300000000000003,0.722,351.75,0.0,364.0,3223.0,-1.0,-14.4,-0.8,-0.4,10.8,-6.7,-9.0,-1.1,79.77,-4.8,4.6,52.7,50.7,55.5,175.0,153.0,111.0,63.8,1547.0,14.48,1.6901,2.8579,41.0,7.0,7.8,18.6,864.5,3.06,-1.133,4.75,2.92,5.0,109.73,3.25,-0.16,6.2,0.51,3.58,0.23,3.09
2012-11,97.26,234.96,1452.94,98.45,96.8696,94.6577,241.64,389.34,156.876,124.85,209.963,443.58,2481.82,1935.46,791.882,3658.6,4637.91,332.9480000000001,124.65,1228.59,401.82,1137.21,57474.6,1759.53,20044.6,4139.99,481.43,144.14600000000004,3355.85,0.91,1899.79,788.055,1855.72,1000.0,586.118,1612.63,278.959,235.112,369.015,188.95,348.075,243.854,2446.81,2073.58,1449.72,214.54,1416.18,95.03,481.69,1007.02,1574.42,562.177,466.28,536.933,91.73,781.46,1714.98,287.327,742.72,5860.8,313.11,111.23,88.91,122.13,84.44,108.8,124.79,122.91,37.98,37.3,28.11,41.65,41.785,67.26,51.58,71.75,65.88,63.63,12.9667,2.136,1812.78,2.5815,480.76,1.2986,82.48,22.58,19.7021,0.08199999999999999,-0.19,48.8,2.0,19.579,33.5,90.6,77.7,3.1,82.7,1.9,1.8,231.33,0.1,230.221,4.83,80.153,-0.86,-26.5,86.4,-14.2,1.2986,1.2986,-9.9,-172.112,0.25,0.0,0.716,0.174,1.616,0.248,0.618,362.95,-1.4,375.0,3195.0,-0.9,-15.1,-0.5,-0.5,5.0,-21.3,-3.3,-1.1,82.48,4.5,4.18,48.6,48.9,52.1,150.0,130.0,129.0,63.6,1438.75,15.08,1.6156,2.8089,45.0,-11.0,7.7,15.87,844.75,2.77,-2.0980000000000003,4.5,2.13,5.0,109.58,2.66,-0.14,5.9,0.68,3.3,0.05,2.15
2012-12,97.0,235.132,1454.96,98.48,96.0972,92.6655,242.58,395.67,156.88299999999995,125.04,213.666,446.847,2504.44,1990.75,815.992,3852.42,4708.75,343.371,129.36,1312.87,421.467,1184.8,60952.1,1832.75,20629.3,4301.38,481.52,147.411,3418.96,0.83,1884.34,804.332,1856.89,989.85,585.956,1619.16,281.237,236.045,369.897,189.202,348.089,244.857,2445.25,2064.56,1472.56,217.18,1426.19,96.31,531.17,1055.2,1577.45,598.548,490.01,537.099,92.18,859.8,1675.35,279.836,765.74,6058.17,324.49,111.11,91.82,120.99,84.42,107.49,121.18,121.41,39.3,39.0,28.4,43.84,44.35,70.53,55.94,72.82,65.49,64.67,12.8533,2.0428,1762.5,2.5515,479.47,1.3193,86.75,21.41,19.18,-0.066,0.5,51.4,2.5,31.338,34.1,87.0,63.8,3.2,72.9,1.9,1.7,231.725,0.2,229.601,4.37,79.76899999999998,-0.77,-26.2,87.7,-12.9,1.3193,1.3193,-8.3,-1.1909999999999998,0.25,0.0,0.7909999999999999,0.185,1.758,0.249,0.7240000000000001,365.25,-2.0,362.0,3127.0,-1.0,-3.0,-0.6,-0.6,11.8,-27.5,-3.4,-0.7,86.75,-10.4,3.57,52.6,49.8,54.0,239.0,243.0,120.0,63.7,1418.75,15.22,1.7574,2.9499,47.0,10.0,7.9,18.02,778.0,2.44,-2.957,4.25,1.48,5.0,109.86,2.65,0.26,5.6,0.23,2.9,0.12,1.21
2013-01,96.51,232.112,1456.98,98.49,94.6248,89.0432,242.71,399.37,157.238,125.3,215.885,439.387,2634.16,2107.53,863.802,3993.87,4794.03,349.074,133.22,1343.15,427.278,1253.27,59761.5,1866.21,21435.3,4552.4,479.01,154.202,3593.12,1.08,1980.32,856.61,1962.07,1033.2,611.07,1714.61,284.216,236.948,377.163,189.471,348.598,245.877,2423.5,2047.89,1492.3,218.27,1498.11,98.9,581.19,1069.01,1569.66,620.964,493.49,560.679,94.33,940.25,1663.7,286.545,796.18,6221.65,344.15,115.55,97.49,119.42,84.43,106.1,117.32,120.78,41.1,39.88,28.87,45.49,44.215,73.62,56.77,77.461,68.26,67.27,12.7087,1.9916,1775.01,2.5755,471.2,1.3579,91.71,22.47,19.02,0.266,0.41,53.5,2.0,28.089,31.3,85.0,66.6,3.3,73.8,1.9,1.6,232.229,0.2,230.28,3.89,79.207,-0.82,-23.9,89.0,-12.9,1.3579,1.3579,-6.7,2.886,0.25,0.0,0.754,0.149,1.986,0.264,0.879,373.2,-1.5,366.0,3138.0,-0.9,-5.4,-0.5,-0.5,10.9,-26.4,-12.9,-0.4,91.71,-8.1,3.25,52.6,52.0,56.9,225.0,207.0,181.0,63.7,1468.5,15.41,1.9849,3.1719,47.0,23.0,8.0,14.28,779.5,2.0,-2.518,4.0,1.55,5.0,109.99,2.87,0.12,6.1,0.4,2.88,0.42,1.2
